County Code,County Name,Constituency Code,Constituency  Name,County Assembly Code,County Assembly Ward Name,Registered Voters
34,Kajiado,187,Kajiado South,931,Entonet/Lenkisim,12775
34,Kajiado,187,Kajiado South,932,Mbirikani/Eselenkei,10725
34,Kajiado,187,Kajiado South,933,Kuku,18515
34,Kajiado,187,Kajiado South,934,Rombo,17467
34,Kajiado,187,Kajiado South,935,Kimana,11579
35,Kericho,188,Kipkelion East,936,Londiani,14597
35,Kericho,188,Kipkelion East,937,Kedowa/Kimugul,21798
35,Kericho,188,Kipkelion East,938,Chepseon,18219
35,Kericho,188,Kipkelion East,939,Tendeno/Sorget,9065
35,Kericho,189,Kipkelion West,940,Kunyak,8876
35,Kericho,189,Kipkelion West,941,Kamasian,11827
35,Kericho,189,Kipkelion West,942,Kipkelion,15140
35,Kericho,189,Kipkelion West,943,Chilchila,17117
35,Kericho,190,Ainamoi,944,Kapsoit,16117
35,Kericho,190,Ainamoi,945,Ainamoi,10473
35,Kericho,190,Ainamoi,946,Kapkugerwet,17635
35,Kericho,190,Ainamoi,947,Kipchebor,16520
35,Kericho,190,Ainamoi,948,Kipchimchim,7969
35,Kericho,190,Ainamoi,949,Kapsaos,16310
35,Kericho,191,Bureti,950,Kisiara,12486
35,Kericho,191,Bureti,951,Tebesonik,11471
35,Kericho,191,Bureti,952,Cheboin,13297
35,Kericho,191,Bureti,953,Chemosot,16344
35,Kericho,191,Bureti,954,Litein,15858
35,Kericho,191,Bureti,955,Cheplanget,13560
35,Kericho,191,Bureti,956,Kapkatet,12304
35,Kericho,192,Belgut,957,Waldai,20119
35,Kericho,192,Belgut,958,Kabianga,21052
35,Kericho,192,Belgut,959,Cheptororiet/Seretut,11964
35,Kericho,192,Belgut,960,Chaik,10584
35,Kericho,192,Belgut,961,Kapsuser,11456
35,Kericho,193,Sigowet/Soin,962,Sigowet,18986
35,Kericho,193,Sigowet/Soin,963,Kaplelartet,16262
35,Kericho,193,Sigowet/Soin,964,Soliat,9682
35,Kericho,193,Sigowet/Soin,965,Soin,10979
36,Bomet,194,Sotik,966,Ndanai/Abosi,17049
36,Bomet,194,Sotik,967,Chemagel,18870
36,Bomet,194,Sotik,968,Kipsonoi,17736
36,Bomet,194,Sotik,969,Kapletundo,20992
36,Bomet,194,Sotik,970,Rongena/Manaret,12034
36,Bomet,195,Chepalungu,971,Kong'asis,14005
36,Bomet,195,Chepalungu,972,Nyangores,19286
36,Bomet,195,Chepalungu,973,Sigor,15849
36,Bomet,195,Chepalungu,974,Chebunyo,15982
36,Bomet,195,Chepalungu,975,Siongiroi,15018
36,Bomet,196,Bomet East,976,Merigi,14673
36,Bomet,196,Bomet East,977,Kembu,12901
36,Bomet,196,Bomet East,978,Longisa,14576
36,Bomet,196,Bomet East,979,Kipreres,12101
36,Bomet,196,Bomet East,980,Chemaner,9389
36,Bomet,197,Bomet Central,981,Silibwet Township,17882
36,Bomet,197,Bomet Central,982,Ndaraweta,12233
36,Bomet,197,Bomet Central,983,Singorwet,12483
36,Bomet,197,Bomet Central,984,Chesoen,17516
36,Bomet,197,Bomet Central,985,Mutarakwa,11295
36,Bomet,198,Konoin,986,Chepchabas,9316
36,Bomet,198,Konoin,987,Kimulot,12321
36,Bomet,198,Konoin,988,Mogogosiek,18069
36,Bomet,198,Konoin,989,Boito,17019
36,Bomet,198,Konoin,990,Embomos,18390
37,Kakamega,199,Lugari,991,Mautuma,13465
37,Kakamega,199,Lugari,992,Lugari,15331
37,Kakamega,199,Lugari,993,Lumakanda,17655
37,Kakamega,199,Lugari,994,Chekalini,11992
37,Kakamega,199,Lugari,995,Chevaywa,14821
37,Kakamega,199,Lugari,996,Lwandeti,13644
37,Kakamega,200,Likuyani,997,Likuyani,16545
37,Kakamega,200,Likuyani,998,Sango,12022
37,Kakamega,200,Likuyani,999,Kongoni,14564
37,Kakamega,200,Likuyani,1000,Nzoia,16973
37,Kakamega,200,Likuyani,1001,Sinoko,12345
37,Kakamega,201,Malava,1002,West Kabras,11699
37,Kakamega,201,Malava,1003,Chemuche,14139
37,Kakamega,201,Malava,1004,East Kabras,9995
37,Kakamega,201,Malava,1005,Butali/Chegulo,15146
37,Kakamega,201,Malava,1006,Manda-Shivanga,14677
37,Kakamega,201,Malava,1007,Shirugu-Mugai,12238
37,Kakamega,201,Malava,1008,South Kabras,16523
37,Kakamega,202,Lurambi,1009,Butsotso East,11165
37,Kakamega,202,Lurambi,1010,Butsotso South,9094
37,Kakamega,202,Lurambi,1011,Butsotso Central,13902
37,Kakamega,202,Lurambi,1012,Sheywe,30312
37,Kakamega,202,Lurambi,1013,Mahiakalo,9750
37,Kakamega,202,Lurambi,1014,Shirere,15404
37,Kakamega,203,Navakholo,1015,Ingostse-Mathia,10171
37,Kakamega,203,Navakholo,1016,Shinoyi-Shikomari-Esumeyia,11689
37,Kakamega,203,Navakholo,1017,Bunyala West,15946
37,Kakamega,203,Navakholo,1018,Bunyala East,11126
37,Kakamega,203,Navakholo,1019,Bunyala Central,15811
37,Kakamega,204,Mumias West,1020,Mumias Central,16551
37,Kakamega,204,Mumias West,1021,Mumias North,9113
37,Kakamega,204,Mumias West,1022,Etenje,13017
37,Kakamega,204,Mumias West,1023,Musanda,14636
37,Kakamega,205,Mumias East,1024,Lusheya/Lubinu,16731
37,Kakamega,205,Mumias East,1025,Malaha/Isongo/Makunga,14885
37,Kakamega,205,Mumias East,1026,East Wanga,18952
37,Kakamega,206,Matungu,1027,Koyonzo,19476
37,Kakamega,206,Matungu,1028,Kholera,14513
37,Kakamega,206,Matungu,1029,Khalaba,9414
37,Kakamega,206,Matungu,1030,Mayoni,15352
37,Kakamega,206,Matungu,1031,Namamali,15175
37,Kakamega,207,Butere,1032,Marama West,16581
37,Kakamega,207,Butere,1033,Marama Central,20328
37,Kakamega,207,Butere,1034,Marenyo - Shianda,10996
37,Kakamega,207,Butere,1035,Marama North,10961
37,Kakamega,207,Butere,1036,Marama South,11358
37,Kakamega,208,Khwisero,1037,Kisa North,10810
37,Kakamega,208,Khwisero,1038,Kisa East,10385
37,Kakamega,208,Khwisero,1039,Kisa West,10815
37,Kakamega,208,Khwisero,1040,Kisa Central,23081
37,Kakamega,209,Shinyalu,1041,Isukha North,11965
37,Kakamega,209,Shinyalu,1042,Murhanda,12994
37,Kakamega,209,Shinyalu,1043,Isukha Central,16111
37,Kakamega,209,Shinyalu,1044,Isukha South,16003
37,Kakamega,209,Shinyalu,1045,Isukha East,9724
37,Kakamega,209,Shinyalu,1046,Isukha West,10181
37,Kakamega,210,Ikolomani,1047,Idakho South,10404
37,Kakamega,210,Ikolomani,1048,Idakho East,15195
37,Kakamega,210,Ikolomani,1049,Idakho North,13605
37,Kakamega,210,Ikolomani,1050,Idakho Central,17095
38,Vihiga,211,Vihiga,1051,Lugaga-Wamuluma,17381
38,Vihiga,211,Vihiga,1052,South Maragoli,11192
38,Vihiga,211,Vihiga,1053,Central Maragoli,13114
38,Vihiga,211,Vihiga,1054,Mungoma,10602
38,Vihiga,212,Sabatia,1055,Lyaduywa/Izava,14899
38,Vihiga,212,Sabatia,1056,West Sabatia,11930
38,Vihiga,212,Sabatia,1057,Chavakali,10564
38,Vihiga,212,Sabatia,1058,North Maragoli,10314
38,Vihiga,212,Sabatia,1059,Wodanga,11351
38,Vihiga,212,Sabatia,1060,Busali,11817
38,Vihiga,213,Hamisi,1061,Shiru,12686
38,Vihiga,213,Hamisi,1062,Gisambai,10216
38,Vihiga,213,Hamisi,1063,Shamakhokho,14503
38,Vihiga,213,Hamisi,1064,Banja,11950
38,Vihiga,213,Hamisi,1065,Muhudu,9183
38,Vihiga,213,Hamisi,1066,Tambua,10913
38,Vihiga,213,Hamisi,1067,Jepkoyai,10933
38,Vihiga,214,Luanda,1068,Luanda Township,10486
38,Vihiga,214,Luanda,1069,Wemilabi,11618
38,Vihiga,214,Luanda,1070,Mwibona,10132
38,Vihiga,214,Luanda,1071,Luanda South,11484
38,Vihiga,214,Luanda,1072,Emabungo,12590
38,Vihiga,215,Emuhaya,1073,North East Bunyore,16648
38,Vihiga,215,Emuhaya,1074,Central Bunyore,16731
38,Vihiga,215,Emuhaya,1075,West Bunyore,16806
39,Bungoma,216,Mt. Elgon,1076,Cheptais,13342
39,Bungoma,216,Mt. Elgon,1077,Chesikaki,11375
39,Bungoma,216,Mt. Elgon,1078,Chepyuk,11075
39,Bungoma,216,Mt. Elgon,1079,Kapkateny,12141
39,Bungoma,216,Mt. Elgon,1080,Kaptama,13714
39,Bungoma,216,Mt. Elgon,1081,Elgon,14512
39,Bungoma,217,Sirisia,1082,Namwela,13686
39,Bungoma,217,Sirisia,1083,Malakisi/South Kulisiru,17728
39,Bungoma,217,Sirisia,1084,Lwandanyi,17303
39,Bungoma,218,Kabuchai,1085,Kabuchai/Chwele,18288
39,Bungoma,218,Kabuchai,1086,West Nalondo,16198
39,Bungoma,218,Kabuchai,1087,Bwake/Luuya,15366
39,Bungoma,218,Kabuchai,1088,Mukuyuni,17369
39,Bungoma,219,Bumula,1089,South Bukusu,11587
39,Bungoma,219,Bumula,1090,Bumula,13425
39,Bungoma,219,Bumula,1091,Khasoko,9270
39,Bungoma,219,Bumula,1092,Kabula,9817
39,Bungoma,219,Bumula,1093,Kimaeti,15546
39,Bungoma,219,Bumula,1094,West Bukusu,9769
39,Bungoma,219,Bumula,1095,Siboti,12633
39,Bungoma,220,Kanduyi,1096,Bukembe West,10831
39,Bungoma,220,Kanduyi,1097,Bukembe East,13035
39,Bungoma,220,Kanduyi,1098,Township,17919
39,Bungoma,220,Kanduyi,1099,Khalaba,14167
39,Bungoma,220,Kanduyi,1100,Musikoma,15826
39,Bungoma,220,Kanduyi,1101,East Sang'alo,15555
39,Bungoma,220,Kanduyi,1102,Marakaru/Tuuti,16191
39,Bungoma,220,Kanduyi,1103,West Sang'alo,14809
39,Bungoma,221,Webuye East,1104,Mihuu,17438
39,Bungoma,221,Webuye East,1105,Ndivisi,17755
39,Bungoma,221,Webuye East,1106,Maraka,13757
39,Bungoma,222,Webuye West,1107,Misikhu,14118
39,Bungoma,222,Webuye West,1108,Sitikho,12540
39,Bungoma,222,Webuye West,1109,Matulo,16304
39,Bungoma,222,Webuye West,1110,Bokoli,15670
39,Bungoma,223,Kimilili,1111,Kibingei,15664
39,Bungoma,223,Kimilili,1112,Kimilili,19062
39,Bungoma,223,Kimilili,1113,Maeni,11452
39,Bungoma,223,Kimilili,1114,Kamukuywa,15409
39,Bungoma,224,Tongaren,1115,Mbakalo,13311
39,Bungoma,224,Tongaren,1116,Naitiri/Kabuyefwe,16232
39,Bungoma,224,Tongaren,1117,Milima,15700
39,Bungoma,224,Tongaren,1118,Ndalu/ Tabani,11250
39,Bungoma,224,Tongaren,1119,Tongaren,15124
39,Bungoma,224,Tongaren,1120,Soysambu/ Mitua,13335
40,Busia,225,Teso North,1121,Malaba Central,13248
40,Busia,225,Teso North,1122,Malaba North,8401
40,Busia,225,Teso North,1123,Ang'urai South,9821
40,Busia,225,Teso North,1124,Ang'urai North,10148
40,Busia,225,Teso North,1125,Ang'urai East,7764
40,Busia,225,Teso North,1126,Malaba South,10413
40,Busia,226,Teso South,1127,Ang'orom,13730
40,Busia,226,Teso South,1128,Chakol South,15351
40,Busia,226,Teso South,1129,Chakol North,9450
40,Busia,226,Teso South,1130,Amukura West,8862
40,Busia,226,Teso South,1131,Amukura East,11549
40,Busia,226,Teso South,1132,Amukura Central,12326
40,Busia,227,Nambale,1133,Nambale Township,17638
40,Busia,227,Nambale,1134,Bukhayo North/Waltsi,10945
40,Busia,227,Nambale,1135,Bukhayo East,11614
40,Busia,227,Nambale,1136,Bukhayo Central,10348
40,Busia,228,Matayos,1137,Bukhayo West,17548
40,Busia,228,Matayos,1138,Mayenje,8184
40,Busia,228,Matayos,1139,Matayos South,15980
40,Busia,228,Matayos,1140,Busibwabo,6500
40,Busia,228,Matayos,1141,Burumba,19496
40,Busia,229,Butula,1142,Marachi West,11575
40,Busia,229,Butula,1143,Kingandole,9906
40,Busia,229,Butula,1144,Marachi Central,11685
40,Busia,229,Butula,1145,Marachi East,11105
40,Busia,229,Butula,1146,Marachi North,12937
40,Busia,229,Butula,1147,Elugulu,10169
40,Busia,230,Funyula,1148,Namboboto Nambuku,15900
40,Busia,230,Funyula,1149,Nangina,12527
40,Busia,230,Funyula,1150,Ageng'a Nanguba,14284
40,Busia,230,Funyula,1151,Bwiri,11320
40,Busia,231,Budalangi,1152,Bunyala Central,7725
40,Busia,231,Budalangi,1153,Bunyala North,13637
40,Busia,231,Budalangi,1154,Bunyala West,14863
40,Busia,231,Budalangi,1155,Bunyala South,9807
41,Siaya,232,Ugenya,1156,West Ugenya,18973
41,Siaya,232,Ugenya,1157,Ukwala,14870
41,Siaya,232,Ugenya,1158,North Ugenya,16987
41,Siaya,232,Ugenya,1159,East Ugenya,18197
41,Siaya,233,Ugunja,1160,Sidindi,14980
41,Siaya,233,Ugunja,1161,Sigomere,18052
41,Siaya,233,Ugunja,1162,Ugunja,27082
41,Siaya,234,Alego Usonga,1163,Usonga,9273
41,Siaya,234,Alego Usonga,1164,West Alego,19154
41,Siaya,234,Alego Usonga,1165,Central Alego,18893
41,Siaya,234,Alego Usonga,1166,Siaya Township,26832
41,Siaya,234,Alego Usonga,1167,North Alego,19005
41,Siaya,234,Alego Usonga,1168,South East Alego,28845
41,Siaya,235,Gem,1169,North Gem,19321
41,Siaya,235,Gem,1170,West Gem,14228
41,Siaya,235,Gem,1171,Central Gem,13633
41,Siaya,235,Gem,1172,Yala Township,13874
41,Siaya,235,Gem,1173,East Gem,13952
41,Siaya,235,Gem,1174,South Gem,18560
41,Siaya,236,Bondo,1175,West Yimbo,15638
41,Siaya,236,Bondo,1176,Central Sakwa,13782
41,Siaya,236,Bondo,1177,South Sakwa,14827
41,Siaya,236,Bondo,1178,Yimbo East,17008
41,Siaya,236,Bondo,1179,West Sakwa,21323
41,Siaya,236,Bondo,1180,North Sakwa,21457
41,Siaya,237,Rarieda,1181,East Asembo,21741
41,Siaya,237,Rarieda,1182,West Asembo,21599
41,Siaya,237,Rarieda,1183,North Uyoma,13158
41,Siaya,237,Rarieda,1184,South Uyoma,11140
41,Siaya,237,Rarieda,1185,West Uyoma,17211
42,Kisumu,238,Kisumu East,1186,Kajulu,26717
42,Kisumu,238,Kisumu East,1187,Kolwa East,15294
42,Kisumu,238,Kisumu East,1188,Manyatta 'B',15095
42,Kisumu,238,Kisumu East,1189,Nyalenda 'A',13765
42,Kisumu,238,Kisumu East,1190,Kolwa Central,22306
42,Kisumu,239,Kisumu West,1191,South West Kisumu,15592
42,Kisumu,239,Kisumu West,1192,Central Kisumu,21829
42,Kisumu,239,Kisumu West,1193,Kisumu North,17599
42,Kisumu,239,Kisumu West,1194,West Kisumu,13932
42,Kisumu,239,Kisumu West,1195,North West Kisumu,13975
42,Kisumu,240,Kisumu Central,1196,Railways,25365
42,Kisumu,240,Kisumu Central,1197,Migosi,18193
42,Kisumu,240,Kisumu Central,1198,Shaurimoyo Kaloleni,17675
42,Kisumu,240,Kisumu Central,1199,Market Milimani,29278
42,Kisumu,240,Kisumu Central,1200,Kondele,23019
42,Kisumu,240,Kisumu Central,1201,Nyalenda B,16619
42,Kisumu,241,Seme,1202,West Seme,17896
42,Kisumu,241,Seme,1203,Central Seme,14995
42,Kisumu,241,Seme,1204,East Seme,13920
42,Kisumu,241,Seme,1205,North Seme,15234
42,Kisumu,242,Nyando,1206,East Kano/Wawidhi,10146
42,Kisumu,242,Nyando,1207,Awasi/Onjiko,18448
42,Kisumu,242,Nyando,1208,Ahero,18131
42,Kisumu,242,Nyando,1209,Kabonyo/Kanyagwal,13012
42,Kisumu,242,Nyando,1210,Kobura,21020
42,Kisumu,243,Muhoroni,1211,Miwani,10846
42,Kisumu,243,Muhoroni,1212,Ombeyi,13969
42,Kisumu,243,Muhoroni,1213,Masogo/Nyang'oma,18629
42,Kisumu,243,Muhoroni,1214,Chemelil,16933
42,Kisumu,243,Muhoroni,1215,Muhoroni/Koru,19388
42,Kisumu,244,Nyakach,1216,South West Nyakach,10003
42,Kisumu,244,Nyakach,1217,North Nyakach,21438
42,Kisumu,244,Nyakach,1218,Central Nyakach,14199
42,Kisumu,244,Nyakach,1219,West Nyakach,14900
42,Kisumu,244,Nyakach,1220,South East Nyakach,17394
43,Homa Bay,245,Kasipul,1221,West Kasipul,14303
43,Homa Bay,245,Kasipul,1222,South Kasipul,14318
43,Homa Bay,245,Kasipul,1223,Central Kasipul,15476
43,Homa Bay,245,Kasipul,1224,East Kamagak,9074
43,Homa Bay,245,Kasipul,1225,West Kamagak,14342
43,Homa Bay,246,Kabondo Kasipul,1226,Kabondo East,17062
43,Homa Bay,246,Kabondo Kasipul,1227,Kabondo West,16927
43,Homa Bay,246,Kabondo Kasipul,1228,Kokwanyo/Kakelo,15402
43,Homa Bay,246,Kabondo Kasipul,1229,Kojwach,10519
43,Homa Bay,247,Karachuonyo,1230,West Karachuonyo,11870
43,Homa Bay,247,Karachuonyo,1231,North Karachuonyo,13731
43,Homa Bay,247,Karachuonyo,1232,Central,12560
43,Homa Bay,247,Karachuonyo,1233,Kanyaluo,11255
43,Homa Bay,247,Karachuonyo,1234,Kibiri,12053
43,Homa Bay,247,Karachuonyo,1235,Wangchieng,19362
43,Homa Bay,247,Karachuonyo,1236,Kendu Bay Town,13350
43,Homa Bay,248,Rangwe,1237,West Gem,12456
43,Homa Bay,248,Rangwe,1238,East Gem,13448
43,Homa Bay,248,Rangwe,1239,Kagan,16000
43,Homa Bay,248,Rangwe,1240,Kochia,16982
43,Homa Bay,249,Homa Bay Town,1241,Homa Bay Central,21119
43,Homa Bay,249,Homa Bay Town,1242,Homa Bay Arujo,13283
43,Homa Bay,249,Homa Bay Town,1243,Homa Bay West,8283
43,Homa Bay,249,Homa Bay Town,1244,Homa Bay East,15650
43,Homa Bay,250,Ndhiwa,1245,Kwabwai,16085
43,Homa Bay,250,Ndhiwa,1246,Kanyadoto,9315
43,Homa Bay,250,Ndhiwa,1247,Kanyikela,5350
43,Homa Bay,250,Ndhiwa,1248,Kabuoch North,19358
43,Homa Bay,250,Ndhiwa,1249,Kabuoch South/Pala,13741
43,Homa Bay,250,Ndhiwa,1250,Kanyamwa Kologi,13399
43,Homa Bay,250,Ndhiwa,1251,Kanyamwa Kosewe,19486
43,Homa Bay,251,Suba North,1252,Mfangano Island,10569
43,Homa Bay,251,Suba North,1253,Rusinga Island,14320
43,Homa Bay,251,Suba North,1254,Kasgunga,12876
43,Homa Bay,251,Suba North,1255,Gembe,9941
43,Homa Bay,251,Suba North,1256,Lambwe,12968
43,Homa Bay,252,Suba South,1257,Gwassi South,18433
43,Homa Bay,252,Suba South,1258,Gwassi North,15405
43,Homa Bay,252,Suba South,1259,Kaksingri West,13960
43,Homa Bay,252,Suba South,1260,Ruma-Kaksingri,7040
44,Migori,253,Rongo,1261,North Kamagambo,10426
44,Migori,253,Rongo,1262,Central Kamagambo,19077
44,Migori,253,Rongo,1263,East Kamagambo,16141
44,Migori,253,Rongo,1264,South Kamagambo,13537
44,Migori,254,Awendo,1265,North Sakwa,11768
44,Migori,254,Awendo,1266,South Sakwa,17750
44,Migori,254,Awendo,1267,West Sakwa,11831
44,Migori,254,Awendo,1268,Central Sakwa,14623
44,Migori,255,Suna East,1269,God Jope,10344
44,Migori,255,Suna East,1270,Suna Central,18244
44,Migori,255,Suna East,1271,Kakrao,16948
44,Migori,255,Suna East,1272,Kwa,8929
44,Migori,256,Suna West,1273,Wiga,13692
44,Migori,256,Suna West,1274,Wasweta Ii,12007
44,Migori,256,Suna West,1275,Ragana-Oruba,20216
44,Migori,256,Suna West,1276,Wasimbete,10771
44,Migori,257,Uriri,1277,West Kanyamkago,14886
44,Migori,257,Uriri,1278,North Kanyamkago,16336
44,Migori,257,Uriri,1279,Central Kanyamkago,10295
44,Migori,257,Uriri,1280,South Kanyamkago,16057
44,Migori,257,Uriri,1281,East Kanyamkago,7489
44,Migori,258,Nyatike,1282,Kachien'g,10551
44,Migori,258,Nyatike,1283,Kanyasa,7748
44,Migori,258,Nyatike,1284,North Kadem,15113
44,Migori,258,Nyatike,1285,Macalder/Kanyarwanda,13187
44,Migori,258,Nyatike,1286,Kaler,5727
44,Migori,258,Nyatike,1287,Got Kachola,10923
44,Migori,258,Nyatike,1288,Muhuru,10183
44,Migori,259,Kuria West,1289,Bukira East,8957
44,Migori,259,Kuria West,1290,Bukira Centrl/Ikerege,7865
44,Migori,259,Kuria West,1291,Isibania,9169
44,Migori,259,Kuria West,1292,Makerero,6056
44,Migori,259,Kuria West,1293,Masaba,9214
44,Migori,259,Kuria West,1294,Tagare,9780
44,Migori,259,Kuria West,1295,Nyamosense/Komosoko,11203
44,Migori,260,Kuria East,1296,Gokeharaka/Getambwega,7962
44,Migori,260,Kuria East,1297,Ntimaru West,8628
44,Migori,260,Kuria East,1298,Ntimaru East,5591
44,Migori,260,Kuria East,1299,Nyabasi East,8930
44,Migori,260,Kuria East,1300,Nyabasi West,10865
45,Kisii,261,Bonchari,1301,Bomariba,11167
45,Kisii,261,Bonchari,1302,Bogiakumu,17744
45,Kisii,261,Bonchari,1303,Bomorenda,17363
45,Kisii,261,Bonchari,1304,Riana,18356
45,Kisii,262,South Mugirango,1305,Tabaka,16395
45,Kisii,262,South Mugirango,1306,Boikang'a,10127
45,Kisii,262,South Mugirango,1307,Bogetenga,14408
45,Kisii,262,South Mugirango,1308,Borabu / Chitago,17760
45,Kisii,262,South Mugirango,1309,Moticho,12699
45,Kisii,262,South Mugirango,1310,Getenga,7615
45,Kisii,263,Bomachoge Borabu,1311,Bombaba Borabu,12474
45,Kisii,263,Bomachoge Borabu,1312,Boochi Borabu,8650
45,Kisii,263,Bomachoge Borabu,1313,Bokimonge,18795
45,Kisii,263,Bomachoge Borabu,1314,Magenche,17072
45,Kisii,264,Bobasi,1315,Masige West,12614
45,Kisii,264,Bobasi,1316,Masige East,11667
45,Kisii,264,Bobasi,1317,Basi Central,13122
45,Kisii,264,Bobasi,1318,Nyacheki,16988
45,Kisii,264,Bobasi,1319,Basi Bogetaorio,16319
45,Kisii,264,Bobasi,1320,Bobasi Chache,12997
45,Kisii,264,Bobasi,1321,Sameta/Mokwerero,11884
45,Kisii,264,Bobasi,1322,Bobasi Boitangare,10469
45,Kisii,265,Bomachoge Chache,1323,Majoge Basi,13016
45,Kisii,265,Bomachoge Chache,1324,Boochi/Tendere,17987
45,Kisii,265,Bomachoge Chache,1325,Bosoti/Sengera,18298
45,Kisii,266,Nyaribari Masaba,1326,Ichuni,15662
45,Kisii,266,Nyaribari Masaba,1327,Nyamasibi,11782
45,Kisii,266,Nyaribari Masaba,1328,Masimba,14188
45,Kisii,266,Nyaribari Masaba,1329,Gesusu,14569
45,Kisii,266,Nyaribari Masaba,1330,Kiamokama,12392
45,Kisii,267,Nyaribari Chache,1331,Bobaracho,19235
45,Kisii,267,Nyaribari Chache,1332,Kisii Central,24550
45,Kisii,267,Nyaribari Chache,1333,Keumbu,10022
45,Kisii,267,Nyaribari Chache,1334,Kiogoro,10510
45,Kisii,267,Nyaribari Chache,1335,Birongo,11320
45,Kisii,267,Nyaribari Chache,1336,Ibeno,12916
45,Kisii,268,Kitutu Chache North,1337,Monyerero,15350
45,Kisii,268,Kitutu Chache North,1338,Sensi,15165
45,Kisii,268,Kitutu Chache North,1339,Marani,15466
45,Kisii,268,Kitutu Chache North,1340,Kegogi,10989
45,Kisii,269,Kitutu Chache South,1341,Bogusero,12271
45,Kisii,269,Kitutu Chache South,1342,Bogeka,7774
45,Kisii,269,Kitutu Chache South,1343,Nyakoe,12178
45,Kisii,269,Kitutu Chache South,1344,Kitutu  Central,24345
45,Kisii,269,Kitutu Chache South,1345,Nyatieko,10340
46,Nyamira,270,Kitutu Masaba,1346,Rigoma,19808
46,Nyamira,270,Kitutu Masaba,1347,Gachuba,16245
46,Nyamira,270,Kitutu Masaba,1348,Kemera,18264
46,Nyamira,270,Kitutu Masaba,1349,Magombo,13683
46,Nyamira,270,Kitutu Masaba,1350,Manga,19212
46,Nyamira,270,Kitutu Masaba,1351,Gesima,19057
46,Nyamira,271,West Mugirango,1352,Nyamaiya,16431
46,Nyamira,271,West Mugirango,1353,Bogichora,21267
46,Nyamira,271,West Mugirango,1354,Bosamaro,20028
46,Nyamira,271,West Mugirango,1355,Bonyamatuta,15455
46,Nyamira,271,West Mugirango,1356,Township,15018
46,Nyamira,272,North Mugirango,1357,Itibo,13950
46,Nyamira,272,North Mugirango,1358,Bomwagamo,10152
46,Nyamira,272,North Mugirango,1359,Bokeira,13595
46,Nyamira,272,North Mugirango,1360,Magwagwa,12780
46,Nyamira,272,North Mugirango,1361,Ekerenyo,14273
46,Nyamira,273,Borabu,1362,Mekenene,10730
46,Nyamira,273,Borabu,1363,Kiabonyoru,22625
46,Nyamira,273,Borabu,1364,Nyansiongo,16050
46,Nyamira,273,Borabu,1365,Esise,14660
47,Nairobi City,274,Westlands,1366,Kitisuru,29237
47,Nairobi City,274,Westlands,1367,Parklands/Highridge,37144
47,Nairobi City,274,Westlands,1368,Karura,29548
47,Nairobi City,274,Westlands,1369,Kangemi,32551
47,Nairobi City,274,Westlands,1370,Mountain View,32259
47,Nairobi City,275,Dagoretti North,1371,Kilimani,38927
47,Nairobi City,275,Dagoretti North,1372,Kawangware,28468
47,Nairobi City,275,Dagoretti North,1373,Gatina,34831
47,Nairobi City,275,Dagoretti North,1374,Kileleshwa,26343
47,Nairobi City,275,Dagoretti North,1375,Kabiro,29090
47,Nairobi City,276,Dagoretti South,1376,Mutu-Ini,13484
47,Nairobi City,276,Dagoretti South,1377,Ngando,24892
47,Nairobi City,276,Dagoretti South,1378,Riruta,37766
47,Nairobi City,276,Dagoretti South,1379,Uthiru/Ruthimitu,19657
47,Nairobi City,276,Dagoretti South,1380,Waithaka,19131
47,Nairobi City,277,Langata,1381,Karen,34450
47,Nairobi City,277,Langata,1382,Nairobi West,18386
47,Nairobi City,277,Langata,1383,Mugumu-Ini,37864
47,Nairobi City,277,Langata,1384,South C,33149
47,Nairobi City,277,Langata,1385,Nyayo Highrise,21800
47,Nairobi City,278,Kibra,1386,Laini Saba,19378
47,Nairobi City,278,Kibra,1387,Lindi,19082
47,Nairobi City,278,Kibra,1388,Makina,28408
47,Nairobi City,278,Kibra,1389,Woodley/Kenyatta Golf Course,28972
47,Nairobi City,278,Kibra,1390,Sarangombe,32442
47,Nairobi City,279,Roysambu,1391,Githurai,35899
47,Nairobi City,279,Roysambu,1392,Kahawa West,38586
47,Nairobi City,279,Roysambu,1393,Zimmerman,30701
47,Nairobi City,279,Roysambu,1394,Roysambu,31158
47,Nairobi City,279,Roysambu,1395,Kahawa,17428
47,Nairobi City,280,Kasarani,1396,Clay City,34387
47,Nairobi City,280,Kasarani,1397,Mwiki,27837
47,Nairobi City,280,Kasarani,1398,Kasarani,27525
47,Nairobi City,280,Kasarani,1399,Njiru,28140
47,Nairobi City,280,Kasarani,1400,Ruai,37361
47,Nairobi City,281,Ruaraka,1401,Baba Dogo,29419
47,Nairobi City,281,Ruaraka,1402,Utalii,27599
47,Nairobi City,281,Ruaraka,1403,Mathare North,29334
47,Nairobi City,281,Ruaraka,1404,Lucky Summer,20690
47,Nairobi City,281,Ruaraka,1405,Korogocho,17440
47,Nairobi City,282,Embakasi South,1406,Imara Daima,38096
47,Nairobi City,282,Embakasi South,1407,Kwa Njenga,28554
47,Nairobi City,282,Embakasi South,1408,Kwa Reuben,33591
47,Nairobi City,282,Embakasi South,1409,Pipeline,37900
47,Nairobi City,282,Embakasi South,1410,Kware,29812
47,Nairobi City,283,Embakasi North,1411,Kariobangi North,24500
